datetime,BOJ_MPS_Actual,BOJ_MPS_Srv_Med,BOJ_MPS_Revised,BOJ_MPS_Prior
2023-07-28 11:00:00,None,None,None,None
2023-06-16 11:00:00,None,None,None,None
2023-04-28 11:00:00,None,None,None,None
2023-03-10 11:00:00,None,None,None,None
2023-01-18 11:00:00,None,None,None,None
2022-12-20 11:00:00,None,None,None,None
2022-10-28 11:00:00,None,None,None,None
2022-09-22 11:00:00,None,None,None,None
2022-06-17 11:00:00,None,None,None,None
2022-04-28 11:00:00,None,None,None,None
2022-03-18 11:00:00,None,None,None,None
2022-01-18 11:00:00,None,None,None,None
2021-12-17 10:30:00,None,None,None,None
2021-11-02 07:50:00,None,None,None,None
2021-10-28 11:00:00,None,None,None,None
2021-09-22 10:00:00,None,None,None,None
2021-07-16 11:00:00,None,None,None,None
2021-06-18 11:00:00,None,None,None,None
2021-04-27 11:00:00,None,None,None,None
2021-01-21 11:00:00,None,None,None,None
2020-12-18 11:00:00,None,None,None,None
2020-11-04 07:50:00,None,None,None,None
2020-10-29 11:00:00,None,None,None,None
2020-09-23 19:50:00,None,None,None,None
2020-09-17 12:30:00,None,None,None,None
2020-06-16 12:30:00,None,None,None,None
2020-05-22 12:30:00,None,None,None,None
2020-04-27 12:30:00,None,None,None,None
2020-03-16 13:00:00,None,None,None,None
2020-01-21 11:00:00,None,None,None,None
2019-12-19 11:00:00,None,None,None,None
2019-10-31 11:00:00,None,None,None,None
2019-09-19 11:00:00,None,None,None,None
2019-07-30 11:00:00,None,None,None,None
2019-06-20 11:00:00,None,None,None,None
2019-04-25 11:00:00,None,None,None,None
2019-03-15 11:00:00,None,None,None,None
2019-01-23 11:00:00,None,None,None,None
2018-12-20 11:00:00,None,None,None,None
2018-10-31 11:00:00,None,None,None,None
2018-09-19 11:00:00,None,None,None,None
2018-07-31 12:05:00,None,None,None,None
2018-06-15 11:00:00,None,None,None,None
2018-04-27 11:00:00,None,None,None,None
2018-03-09 13:00:00,None,None,None,None
2018-01-23 11:15:00,None,None,None,None
2017-12-21 11:00:00,None,None,None,None
2017-10-31 11:05:00,None,None,None,None
2017-09-21 11:00:00,None,None,None,None
2017-07-20 11:10:00,None,None,None,None
2017-06-16 10:00:00,None,None,None,None
2017-04-27 11:15:00,None,None,None,None
2017-03-16 10:55:00,None,None,None,None
2017-01-31 11:00:00,None,None,None,None
2016-12-20 10:55:00,None,None,None,None
2016-11-01 10:55:00,None,None,None,None
2016-09-21 12:20:00,None,None,None,None
2016-07-29 11:45:00,None,None,None,None
2016-06-16 10:45:00,None,None,None,None
2016-04-28 11:00:00,None,None,None,None
2016-03-15 11:35:00,None,None,None,None
2016-01-29 11:40:00,None,None,None,None
2015-12-18 11:50:00,None,None,None,None
2015-11-19 11:20:00,None,None,None,None
2015-10-30 11:20:00,None,None,None,None
2015-10-07 11:00:00,None,None,None,
