datetime,RBA_MPS_Actual,RBA_MPS_Srv_Med,RBA_MPS_Revised,RBA_MPS_Prior
2023-08-04 09:30:00,None,None,None,None
2023-07-18 09:30:00,None,None,None,None
2023-05-05 09:30:00,None,None,None,None
2023-02-10 08:30:00,None,None,None,None
2022-11-04 08:30:00,None,None,None,None
2022-08-05 09:30:00,None,None,None,None
2022-05-06 09:25:00,None,None,None,None
2022-02-04 08:30:00,None,None,None,None
2021-11-05 09:30:00,None,None,None,None
2021-08-06 09:30:00,None,None,None,None
2021-05-07 09:30:00,None,None,None,None
2021-02-05 08:30:00,None,None,None,None
2020-11-06 08:30:00,None,None,None,None
2020-08-07 09:30:00,None,None,None,None
2020-05-08 09:30:00,None,None,None,None
2020-02-07 08:30:00,None,None,None,None
2019-11-08 08:30:00,None,None,None,None
2019-08-09 09:30:00,None,None,None,None
2019-05-10 09:30:00,None,None,None,None
2019-02-08 08:30:00,None,None,None,None
2018-11-09 08:30:00,None,None,None,None
2018-08-10 09:30:00,None,None,None,None
2018-05-04 09:30:00,None,None,None,None
2018-02-09 08:30:00,None,None,None,None
2017-11-10 08:30:00,None,None,None,None
2017-08-04 09:30:00,None,None,None,None
2017-05-05 09:30:00,None,None,None,None
2017-02-10 08:30:00,None,None,None,None
2016-11-04 08:30:00,None,None,None,None
2016-08-05 09:30:00,None,None,None,None
2016-05-06 09:30:00,None,None,None,None
2016-02-05 08:30:00,None,None,None,None
2015-08-07 09:30:00,None,None,None,None
2015-05-08 09:30:00,None,None,None,None
2015-02-06 08:30:00,None,None,None,None
2014-11-07 08:30:00,None,None,None,None
2014-08-08 09:30:00,None,None,None,None
2014-05-09 09:30:00,None,None,None,None
2014-02-07 08:30:00,None,None,None,None
2013-11-08 08:30:00,None,None,None,None
2013-08-09 09:30:00,None,None,None,None
2013-05-10 09:30:00,None,None,None,None
2013-02-08 08:30:00,None,None,None,None
2012-11-09 08:30:00,None,None,None,None
2012-08-10 09:30:00,None,None,None,None
2012-05-04 09:30:00,None,None,None,None
2012-02-10 08:30:00,None,None,None,None
2011-11-04 08:30:00,None,None,None,None
2011-08-05 09:30:00,None,None,None,None
2011-05-06 09:30:00,None,None,None,None
2011-02-04 08:30:00,None,None,None,None
2010-11-05 08:30:00,None,None,None,None
2010-08-06 09:30:00,None,None,None,None
2010-05-07 09:30:00,None,None,None,None
2010-02-05 08:30:00,None,None,None,None
2009-11-06 08:30:00,None,None,None,None
2009-08-07 09:30:00,None,None,None,None
2009-02-06 08:30:00,None,None,None,None
2008-11-10 08:30:00,None,None,None,None
2008-08-11 09:30:00,None,None,None,
