datetime,FOMC_MPS_Actual,FOMC_MPS_Srv_Med,FOMC_MPS_Revised,FOMC_MPS_Prior
2023-07-27 02:00:00,None,None,None,None
2023-06-15 02:00:00,None,None,None,None
2023-05-04 02:00:00,None,None,None,None
2023-02-02 03:00:00,None,None,None,None
2022-12-15 03:00:00,None,None,None,None
2022-11-03 02:00:00,None,None,None,None
2022-09-22 02:00:00,None,None,None,None
2022-07-28 02:00:00,None,None,None,None
2022-06-16 02:00:00,None,None,None,None
2022-05-05 02:00:00,None,None,None,None
2022-03-17 02:00:00,None,None,None,None
2022-01-27 03:00:00,None,None,None,None
2021-12-16 03:00:00,None,None,None,None
2021-11-04 02:00:00,None,None,None,None
2021-09-23 02:00:00,None,None,None,None
2021-07-29 02:00:00,None,None,None,None
2021-06-17 02:00:00,None,None,None,None
2021-04-29 02:00:00,None,None,None,None
2021-03-18 02:00:00,None,None,None,None
2021-01-28 03:00:00,None,None,None,None
2020-12-17 03:00:00,None,None,None,None
2020-11-06 03:00:00,None,None,None,None
2020-10-08 02:00:00,None,None,None,None
2020-09-17 02:00:00,None,None,None,None
2020-07-30 02:00:00,None,None,None,None
2020-06-11 02:00:00,None,None,None,None
2020-04-30 02:00:00,None,None,None,None
2020-03-16 05:00:00,None,None,None,None
2020-01-30 03:00:00,None,None,None,None
2019-12-12 03:00:00,None,None,None,None
2019-10-31 02:00:00,None,None,None,None
2019-09-19 02:00:00,None,None,None,None
2019-08-01 02:00:00,None,None,None,None
2019-06-20 02:00:00,None,None,None,None
2019-05-02 02:00:00,None,None,None,None
2019-03-21 02:00:00,None,None,None,None
2019-01-31 03:00:00,None,None,None,None
2018-12-20 03:00:00,None,None,None,None
2018-11-09 03:00:00,None,None,None,None
2018-09-27 02:00:00,None,None,None,None
2018-08-02 02:00:00,None,None,None,None
2018-06-14 02:00:00,None,None,None,None
2018-05-03 02:00:00,None,None,None,None
2018-03-22 02:00:00,None,None,None,None
2018-02-01 03:00:00,None,None,None,None
2017-12-14 03:00:00,None,None,None,None
2017-11-02 02:00:00,None,None,None,None
2017-09-21 02:00:00,None,None,None,None
2017-07-27 02:00:00,None,None,None,None
2017-06-15 02:00:00,None,None,None,None
2017-05-04 02:00:00,None,None,None,None
2017-03-16 02:00:00,None,None,None,None
2017-02-02 03:00:00,None,None,None,None
2016-12-15 03:00:00,None,None,None,None
2016-11-03 02:00:00,None,None,None,None
2016-09-22 02:00:00,None,None,None,None
2016-07-28 02:00:00,None,None,None,None
2016-06-16 02:00:00,None,None,None,None
2016-04-28 02:00:00,None,None,None,None
2016-03-17 02:00:00,None,None,None,None
2016-01-28 03:00:00,None,None,None,None
2015-12-17 03:00:00,None,None,None,None
2015-10-29 02:00:00,None,None,None,None
2015-09-18 02:00:00,None,None,None,None
2015-07-30 02:00:00,None,None,None,None
2015-06-18 02:00:00,None,None,None,None
2015-04-30 02:00:00,None,None,None,None
2015-03-19 02:00:00,None,None,None,None
2015-01-29 03:00:00,None,None,None,None
2014-12-18 03:00:00,None,None,None,None
2014-10-30 02:00:00,None,None,None,None
2014-09-18 02:00:00,None,None,None,None
2014-07-31 02:00:00,None,None,None,None
2014-06-19 02:00:00,None,None,None,None
2014-05-01 02:00:00,None,None,None,None
2014-03-20 02:00:00,None,None,None,None
2014-01-30 03:00:00,None,None,None,None
2013-12-19 03:00:00,None,None,None,None
2013-10-31 02:00:00,None,None,None,None
2013-09-19 02:00:00,None,None,None,None
2013-08-01 02:00:00,None,None,None,None
2013-06-20 02:00:00,None,None,None,None
2013-05-02 02:00:00,None,None,None,None
2013-03-21 02:00:00,None,None,None,None
2013-01-31 03:15:00,None,None,None,None
2012-12-13 01:30:00,None,None,None,None
2012-10-25 02:15:00,None,None,None,None
2012-09-14 00:30:00,None,None,None,None
2012-08-02 02:15:00,None,None,None,None
2012-06-21 00:30:00,None,None,None,None
2012-04-26 00:30:00,None,None,None,None
2012-03-14 02:15:00,None,None,None,None
2012-01-26 01:30:00,None,None,None,None
2011-12-14 03:15:00,None,None,None,None
2011-11-03 00:30:00,None,None,None,None
2011-09-22 02:15:00,None,None,None,None
2011-08-10 02:15:00,None,None,None,None
2011-06-23 00:30:00,None,None,None,None
2011-04-28 00:30:00,None,None,None,None
2011-03-16 02:15:00,None,None,None,None
2011-01-27 03:15:00,None,None,None,None
2010-12-15 03:15:00,None,None,None,None
2010-11-04 02:15:00,None,None,None,None
2010-09-22 02:15:00,None,None,None,None
2010-08-11 02:15:00,None,None,None,None
2010-06-24 02:15:00,None,None,None,None
2010-04-29 02:15:00,None,None,None,None
2010-03-17 02:15:00,None,None,None,
