datetime,CAD_EC_MoM_Actual,CAD_EC_MoM_Srv_Med,CAD_EC_MoM_Revised,CAD_EC_MoM_Prior
1982-01-01 17:00:00,-55.5,,-8.6,-8.6
1981-12-01 17:00:00,-8.6,,-28.6,-28.6
1981-11-01 17:00:00,-28.6,,-25.1,-25.1
1981-10-01 17:00:00,-25.1,,17.4,17.4
1981-09-01 17:00:00,17.4,,-39.2,-39.2
1981-08-01 17:00:00,-39.2,,29.8,29.8
1981-07-01 17:00:00,29.8,,30.0,30
1981-06-01 17:00:00,30,,37.1,37.1
1981-05-01 17:00:00,37.1,,-4.6,-4.6
1981-04-01 17:00:00,-4.6,,76.8,76.8
1981-03-01 17:00:00,76.8,,66.5,66.5
1981-02-01 17:00:00,66.5,,13.0,13
1981-01-01 17:00:00,13,,43.9,43.9
1980-12-01 17:00:00,43.9,,31.2,31.2
1980-11-01 17:00:00,31.2,,81.6,81.6
1980-10-01 17:00:00,81.6,,35.3,35.3
1980-09-01 17:00:00,35.3,,-1.8,-1.8
1980-08-01 17:00:00,-1.8,,45.2,45.2
1980-07-01 17:00:00,45.2,,-46.7,-46.7
1980-06-01 17:00:00,-46.7,,40.5,40.5
1980-05-01 17:00:00,40.5,,-5.1,-5.1
1980-04-01 17:00:00,-5.1,,20.3,20.3
1980-03-01 17:00:00,20.3,,22.7,22.7
1980-02-01 17:00:00,22.7,,18.6,18.6
1980-01-01 17:00:00,18.6,,32.3,32.3
1979-12-01 17:00:00,32.3,,52.5,52.5
1979-11-01 17:00:00,52.5,,14.4,14.4
1979-10-01 17:00:00,14.4,,40.0,40
1979-09-01 17:00:00,40,,56.7,56.7
1979-08-01 17:00:00,56.7,,34.0,34
1979-07-01 17:00:00,34,,50.6,50.6
1979-06-01 17:00:00,50.6,,24.9,24.9
1979-05-01 17:00:00,24.9,,45.9,45.9
1979-04-01 17:00:00,45.9,,6.9,6.9
1979-03-01 17:00:00,6.9,,54.8,54.8
1979-02-01 17:00:00,54.8,,41.1,41.1
1979-01-01 17:00:00,41.1,,18.4,18.4
1978-12-01 17:00:00,18.4,,63.3,63.3
1978-11-01 17:00:00,63.3,,18.0,18
1978-10-01 17:00:00,18,,32.5,32.5
1978-09-01 17:00:00,32.5,,47.4,47.4
1978-08-01 17:00:00,47.4,,60.9,60.9
1978-07-01 17:00:00,60.9,,18.0,18
1978-06-01 17:00:00,18,,28.4,28.4
1978-05-01 17:00:00,28.4,,32.8,32.8
1978-04-01 17:00:00,32.8,,54.5,54.5
1978-03-01 17:00:00,54.5,,10.7,10.7
1978-02-01 17:00:00,10.7,,26.0,26
1978-01-01 17:00:00,26,,14.2,14.2
1977-12-01 17:00:00,14.2,,25.1,25.1
1977-11-01 17:00:00,25.1,,0.4,0.4
1977-10-01 17:00:00,0.4,,25.2,25.2
1977-09-01 17:00:00,25.2,,4.5,4.5
1977-08-01 17:00:00,4.5,,-5.1,-5.1
1977-07-01 17:00:00,-5.1,,19.4,19.4
1977-06-01 17:00:00,19.4,,26.9,26.9
1977-05-01 17:00:00,26.9,,-8.5,-8.5
1977-04-01 17:00:00,-8.5,,4.9,4.9
1977-03-01 17:00:00,4.9,,6.7,6.7
1977-02-01 17:00:00,6.7,,33.6,33.6
1977-01-01 17:00:00,33.6,,46.5,46.5
1976-12-01 17:00:00,46.5,,-12.7,-12.7
1976-11-01 17:00:00,-12.7,,14.7,14.7
1976-10-01 17:00:00,14.7,,21.0,21
1976-09-01 17:00:00,21,,11.2,11.2
1976-08-01 17:00:00,11.2,,22.2,22.2
1976-07-01 17:00:00,22.2,,-12.1,-12.1
1976-06-01 17:00:00,-12.1,,34.0,34
1976-05-01 17:00:00,34,,44.4,44.4
