date,feature
2020-10-13,"0.8,0.6,0.2,0.2,-153.0,-30.0,-12,-12.0,0.0,-0.6,-1.0,-1.0,28.0,78.8,73.7,73.7,4.5,4.3,4.1,4.1"
2020-09-15,"0.2,-0.2,-0.2,-0.2,-12.0,-125.0,-220,-220.0,-1.0,-1.3,-1.2,-1.2,73.7,100.0,69.9,94.4,4.1,4.1,3.9,3.9"
2020-08-11,"-0.2,0.5,1.7,0.7,-220.0,-234.0,6,-125.0,-1.2,-1.1,-0.3,-0.3,94.4,10.0,-28.1,-28.1,3.9,4.2,3.9,3.9"
2020-07-16,"0.7,0.5,1.7,1.7,-125.0,-234.0,6,6.0,-0.3,-0.4,1.0,1.0,-28.1,250.0,566.4,528.9,3.9,4.2,3.9,3.9"
2020-06-16,"1.7,1.9,2.7,2.7,6.0,-83.0,211,211.0,1.0,1.4,2.3,2.4,528.9,400.0,1032.7,856.5,3.9,4.7,3.9,3.9"
2020-05-19,"2.7,2.6,2.9,2.9,211.0,50.0,172,172.0,2.4,2.6,2.8,2.8,856.5,676.5,12.1,12.1,3.9,4.4,4.0,4.0"
2020-04-21,"2.9,3.0,3.1,3.1,172.0,100.0,184,184.0,2.8,3.0,3.1,3.1,12.1,172.5,5.9,17.3,4.0,3.9,3.9,3.9"
2020-03-17,"3.1,3.2,3.2,3.2,184.0,143.0,180,180.0,3.1,3.0,2.9,2.9,17.3,21.4,-0.2,5.5,3.9,3.8,3.8,3.8"
2020-02-18,"3.2,3.3,3.4,3.4,180.0,145.0,208,208.0,2.9,3.0,3.2,3.2,5.5,22.6,2.6,14.9,3.8,3.8,3.8,3.8"
2020-01-21,"3.4,3.4,3.5,3.5,208.0,110.0,24,24.0,3.2,3.1,3.2,3.2,14.9,22.6,14.9,28.8,3.8,3.8,3.8,3.8"
2019-12-17,"3.5,3.4,3.6,3.6,24.0,-10.0,-58,-58.0,3.2,3.4,3.7,3.6,28.8,21.2,26.4,33.0,3.8,3.9,3.8,3.8"
2019-11-12,"3.6,3.8,3.8,3.8,-58.0,-94.0,-56,-56.0,3.6,3.8,3.7,3.8,33.0,24.2,13.5,21.1,3.8,3.9,3.9,3.9"
2019-10-15,"3.8,3.7,3.9,3.8,-56.0,23.0,31,31.0,3.8,4.0,3.9,4.0,21.1,26.5,16.3,28.2,3.9,3.8,3.8,3.8"
2019-09-10,"3.8,3.8,3.9,3.9,31.0,53.0,115,115.0,4.0,3.7,3.8,3.7,28.2,29.3,19.8,28.0,3.8,3.9,3.9,3.9"
2019-08-13,"3.9,3.8,3.6,3.6,115.0,65.0,28,28.0,3.7,3.7,3.5,3.4,28.0,32.0,31.4,38.0,3.9,3.8,3.8,3.8"
2019-07-16,"3.6,3.5,3.4,3.4,28.0,45.0,32,32.0,3.4,3.1,3.2,3.1,38.0,18.9,24.5,23.2,3.8,3.8,3.8,3.8"
2019-06-11,"3.4,3.1,3.3,3.3,32.0,-1.0,99,99.0,3.1,2.9,3.3,3.2,23.2,22.9,19.1,24.7,3.8,3.8,3.8,3.8"
2019-05-14,"3.3,3.3,3.4,3.4,99.0,141.0,179,179.0,3.2,3.4,3.5,3.5,24.7,24.2,22.6,28.3,3.8,3.9,3.9,3.9"
2019-04-16,"3.4,3.4,3.5,3.4,179.0,173.0,222,222.0,3.5,3.5,3.5,3.4,28.3,20.0,26.7,27.0,3.9,3.9,3.9,3.9"
2019-03-19,"3.4,3.2,3.4,3.4,222.0,120.0,167,167.0,3.4,3.2,3.5,3.4,27.0,13.1,15.7,14.2,3.9,4.0,4.0,4.0"
2019-02-19,"3.4,3.4,3.4,3.3,167.0,152.0,141,141.0,3.4,3.5,3.4,3.4,14.2,12.3,20.8,20.8,4.0,4.0,4.0,4.0"
2019-01-22,"3.3,3.3,3.3,3.3,141.0,88.0,79,79.0,3.4,3.3,3.3,3.3,20.8,20.0,24.8,21.9,4.0,4.1,4.1,4.1"
2018-12-11,"3.3,3.2,3.2,3.2,79.0,25.0,23,23.0,3.3,3.0,3.1,3.0,21.9,13.2,23.2,20.2,4.1,4.1,4.1,4.1"
2018-11-13,"3.2,3.1,3.1,3.1,23.0,25.0,-5,-5.0,3.0,3.0,2.8,2.7,20.2,4.3,23.2,18.5,4.1,4.0,4.0,4.0"
2018-10-16,"3.1,2.9,2.9,2.9,-5.0,11.0,3,3.0,2.7,2.6,2.6,2.6,18.5,4.5,14.2,8.7,4.0,4.0,4.0,4.0"
2018-09-11,"2.9,2.8,2.7,2.7,3.0,27.0,42,42.0,2.6,2.4,2.4,2.4,8.7,10.0,10.2,6.2,4.0,4.0,4.0,4.0"
2018-08-14,"2.7,2.7,2.8,2.7,42.0,93.0,137,137.0,2.4,2.5,2.5,2.5,6.2,3.8,9.0,7.8,4.0,4.2,4.2,4.2"
2018-07-17,"2.7,2.7,2.8,2.8,137.0,150.0,146,146.0,2.5,2.5,2.6,2.5,7.8,2.3,-3.0,-7.7,4.2,4.2,4.2,4.2"
2018-06-12,"2.8,2.9,2.9,2.9,146.0,124.0,197,197.0,2.5,2.5,2.6,2.6,-7.7,11.3,28.2,31.2,4.2,4.2,4.2,4.2"
2018-05-15,"2.9,2.9,2.8,2.8,197.0,129.0,55,55.0,2.6,2.7,2.8,2.8,31.2,13.3,15.7,11.6,4.2,4.2,4.2,4.2"
2018-04-17,"2.8,2.8,2.6,2.6,55.0,55.0,168,168.0,2.8,3.0,2.8,2.8,11.6,13.3,15.1,9.2,4.2,4.3,4.3,4.3"
2018-03-21,"2.6,2.6,2.5,2.5,168.0,84.0,88,88.0,2.8,2.6,2.7,2.5,9.2,-3.1,-1.6,-7.2,4.3,4.4,4.4,4.4"
2018-02-21,"2.5,2.4,2.3,2.4,88.0,180.0,102,0.0,2.5,2.5,2.5,2.5,-7.2,2.3,6.2,8.6,4.4,4.3,4.3,4.3"
