date,feature
2022-11-16,"-5.400,-0.44,3.925,3.925,2.207,0.31,-0.899,-0.899,0.598,0.0,-0.217,-0.217,-1.624,0.0,-0.923,-0.923,0.063,0.0,0.247,0.247,0.8,0.5,1.5,1.5,1.120,-0.513,-0.521,-0.521,-1.236,0.0,0.653,0.653,-0.107,0.0,0.087,0.087,0.035,0.0,0.274,0.274"
2022-11-09,"3.925,1.36,-3.115,-3.115,-0.899,-1.08,-1.257,-1.257,-0.217,0.0,-0.383,-0.383,-0.923,0.0,1.267,1.267,0.247,0.0,0.406,0.406,1.5,0.5,1.7,1.7,-0.521,-0.8,0.427,0.427,0.653,0.0,1.229,1.229,0.087,0.0,0.139,0.139,0.274,0.0,0.043,0.043"
2022-11-02,"-3.115,0.367,2.588,2.588,-1.257,-1.358,-1.478,-1.478,-0.383,0.0,-0.285,-0.285,1.267,0.0,0.667,0.667,0.406,0.0,-0.114,-0.114,1.7,0.5,-0.6,-0.6,0.427,-0.56,0.17,0.17,1.229,0.0,-0.719,-0.719,0.139,0.0,-0.045,-0.045,0.043,0.0,0.056,0.056"
2022-10-26,"2.588,1.029,-1.725,-1.725,-1.478,-0.805,-0.114,-0.114,-0.285,0.0,-0.543,-0.543,0.667,0.0,0.583,0.583,-0.114,0.0,-0.133,-0.133,-0.6,0.3,-0.4,-0.4,0.170,-1.138,0.124,0.124,-0.719,0.0,-1.421,-1.421,-0.045,0.0,0.16,0.16,0.056,0.0,0.213,0.213"
2022-10-19,"-1.725,1.38,9.88,9.88,-0.114,-1.114,2.023,2.023,-0.543,0.0,0.431,0.431,0.583,0.0,-0.309,-0.309,-0.133,0.0,-0.278,-0.278,-0.4,-0.3,-1.4,-1.4,0.124,-2.167,-4.853,-4.853,-1.421,0.0,1.795,1.795,0.160,0.0,-0.325,-0.325,0.213,0.0,-0.846,-0.846"
2022-10-13,"9.880,1.75,-1.356,-1.356,2.023,-1.825,-4.728,-4.728,0.431,0.0,0.499,0.499,-0.309,0.0,0.273,0.273,-0.278,0.0,0.21,0.21,-1.4,-0.8,0.7,0.7,-4.853,-2.05,-3.443,-3.443,1.795,0.0,-0.407,-0.407,-0.325,0.0,0.23,0.23,-0.846,0.0,0.389,0.389"
2022-10-05,"-1.356,2.052,-0.215,-0.215,-4.728,-1.334,-2.422,-2.422,0.499,0.0,0.417,0.417,0.273,0.0,0.692,0.692,0.210,0.0,-0.604,-0.604,0.7,-0.4,-3.0,-3.0,-3.443,-1.367,-2.892,-2.892,-0.407,0.0,-1.604,-1.604,0.230,0.0,-0.278,-0.278,0.389,0.0,0.166,0.166"
2022-09-28,"-0.215,0.443,1.142,1.142,-2.422,0.709,1.569,1.569,0.417,0.0,0.447,0.447,0.692,0.0,0.343,0.343,-0.604,0.0,0.333,0.333,-3.0,-0.8,2.1,2.1,-2.892,-0.069,1.231,1.231,-1.604,0.0,1.13,1.13,-0.278,0.0,0.217,0.217,0.166,0.0,0.006,0.006"
2022-09-21,"1.142,2.161,2.442,2.442,1.569,-0.431,-1.767,-1.767,0.447,0.0,0.039,0.039,0.343,0.0,-0.135,-0.135,0.333,0.0,0.093,0.093,2.1,-0.1,0.6,0.6,1.231,0.42,4.219,4.219,1.130,0.0,-1.069,-1.069,0.217,0.0,-0.012,-0.012,0.006,0.0,-0.399,-0.399"
2022-09-14,"2.442,0.833,8.844,8.844,-1.767,-0.858,0.333,0.333,0.039,0.0,-0.724,-0.724,-0.135,0.0,-0.501,-0.501,0.093,0.0,-0.309,-0.309,0.6,-0.8,-1.8,-1.8,4.219,0.6,0.095,0.095,-1.069,0.0,1.357,1.357,-0.012,0.0,0.112,0.112,-0.399,0.0,0.074,0.074"
2022-09-08,"8.844,-0.25,-3.326,-3.326,0.333,-1.667,-1.172,-1.172,-0.724,0.0,0.105,0.105,-0.501,0.0,-0.523,-0.523,-0.309,0.0,-0.017,-0.017,-1.8,-0.8,-1.1,-1.1,0.095,0.53,0.111,0.111,1.357,0.0,-0.005,-0.005,0.112,0.0,-0.281,-0.281,0.074,0.0,0.349,0.349"
2022-08-31,"-3.326,-1.483,-3.282,-3.282,-1.172,-1.178,-0.027,-0.027,0.105,0.0,0.845,0.845,-0.523,0.0,0.426,0.426,-0.017,0.0,-0.168,-0.168,-1.1,-0.4,0.3,0.3,0.111,-0.96,-0.661,-0.661,-0.005,0.0,0.862,0.862,-0.281,0.0,0.022,0.022,0.349,0.0,-0.536,-0.536"
2022-08-24,"-3.282,-0.933,-7.056,-7.056,-0.027,-1.464,-4.642,-4.642,0.845,0.0,0.249,0.249,0.426,0.0,0.192,0.192,-0.168,0.0,-0.158,-0.158,0.3,-0.1,-0.8,-0.8,-0.661,0.58,0.766,0.766,0.862,0.0,-2.929,-2.929,0.022,0.0,0.056,0.056,-0.536,0.0,-0.185,-0.185"
2022-08-17,"-7.056,-0.275,5.458,5.458,-4.642,-1.096,-4.978,-4.978,0.249,0.0,0.037,0.037,0.192,0.0,0.723,0.723,-0.158,0.0,0.728,0.728,-0.8,-0.2,3.3,3.3,0.766,0.44,2.166,2.166,-2.929,0.0,0.231,0.231,0.056,0.0,0.189,0.189,-0.185,0.0,0.858,0.858"
2022-08-10,"5.458,0.073,4.467,4.467,-4.978,-0.633,0.163,0.163,0.037,0.0,0.023,0.023,0.723,0.0,0.926,0.926,0.728,0.0,-0.174,-0.174,3.3,0.7,-1.2,-1.2,2.166,-0.667,-2.4,-2.4,0.231,0.0,2.214,2.214,0.189,0.0,-0.076,-0.076,0.858,0.0,-0.366,-0.366"
2022-08-03,"4.467,-0.629,-4.523,-4.523,0.163,-1.614,-3.304,-3.304,0.023,0.0,-0.012,-0.012,0.926,0.0,0.751,0.751,-0.174,0.0,-0.292,-0.292,-1.2,0.6,-1.5,-1.5,-2.400,1.038,-0.784,-0.784,2.214,0.0,-1.144,-1.144,-0.076,0.0,-0.022,-0.022,-0.366,0.0,0.29,0.29"
2022-07-27,"-4.523,-1.037,-0.446,-0.446,-3.304,-0.857,3.498,3.498,-0.012,0.0,-0.298,-0.298,0.751,0.0,1.143,1.143,-0.292,0.0,-0.321,-0.321,-1.5,0.4,-1.2,-1.2,-0.784,0.5,-1.295,-1.295,-1.144,0.0,-0.891,-0.891,-0.022,0.0,-0.102,-0.102,0.29,0.0,0.447,0.447"
2022-07-20,"-0.446,1.357,3.254,3.254,3.498,0.071,5.825,5.825,-0.298,0.0,-0.619,-0.619,1.143,0.0,0.316,0.316,-0.321,0.0,0.202,0.202,-1.2,0.2,0.4,0.4,-1.295,1.169,2.668,2.668,-0.891,0.0,-0.576,-0.576,-0.102,0.0,-0.246,-0.246,0.447,0.0,-1.425,-1.425"
2022-07-13,"3.254,-0.154,8.235,8.235,5.825,-0.357,-2.497,-2.497,-0.619,0.0,-0.046,-0.046,0.316,0.0,0.069,0.069,0.202,0.0,-0.228,-0.228,0.4,0.3,-0.5,-0.5,2.668,1.591,-1.266,-1.266,-0.576,0.0,1.609,1.609,-0.246,0.0,0.243,0.243,-1.425,0.0,0.849,0.849"
2022-07-07,"8.235,-1.043,-2.762,-2.762,-2.497,-0.48,2.645,2.645,-0.046,0.0,-0.05,-0.05,0.069,0.0,-0.782,-0.782,-0.228,0.0,0.403,0.403,-0.5,0.1,1.0,1.0,-1.266,1.133,2.559,2.559,1.609,0.0,-0.036,-0.036,0.243,0.0,0.085,0.085,0.849,0.0,0.143,0.143"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,2.559,0.0,0.133,0.133,-0.036,0.0,-0.606,-0.606,0.085,0.0,0.107,0.107,0.143,0.0,-0.665,-0.665"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,2.559,0.0,0.133,0.133,-0.036,0.0,-0.606,-0.606,0.085,0.0,0.107,0.107,-0.665,0.0,-0.022,-0.022"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,2.559,0.0,0.133,0.133,-0.036,0.0,-0.606,-0.606,0.107,0.0,-0.057,-0.057,0.143,0.0,-0.665,-0.665"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,2.559,0.0,0.133,0.133,-0.036,0.0,-0.606,-0.606,0.107,0.0,-0.057,-0.057,-0.665,0.0,-0.022,-0.022"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,2.559,0.0,0.133,0.133,-0.606,0.0,-0.662,-0.662,0.085,0.0,0.107,0.107,0.143,0.0,-0.665,-0.665"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,2.559,0.0,0.133,0.133,-0.606,0.0,-0.662,-0.662,0.085,0.0,0.107,0.107,-0.665,0.0,-0.022,-0.022"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,2.559,0.0,0.133,0.133,-0.606,0.0,-0.662,-0.662,0.107,0.0,-0.057,-0.057,0.143,0.0,-0.665,-0.665"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,2.559,0.0,0.133,0.133,-0.606,0.0,-0.662,-0.662,0.107,0.0,-0.057,-0.057,-0.665,0.0,-0.022,-0.022"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,0.133,0.328,0.725,0.725,-0.036,0.0,-0.606,-0.606,0.085,0.0,0.107,0.107,0.143,0.0,-0.665,-0.665"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,0.133,0.328,0.725,0.725,-0.036,0.0,-0.606,-0.606,0.085,0.0,0.107,0.107,-0.665,0.0,-0.022,-0.022"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,0.133,0.328,0.725,0.725,-0.036,0.0,-0.606,-0.606,0.107,0.0,-0.057,-0.057,0.143,0.0,-0.665,-0.665"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,0.133,0.328,0.725,0.725,-0.036,0.0,-0.606,-0.606,0.107,0.0,-0.057,-0.057,-0.665,0.0,-0.022,-0.022"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,0.133,0.328,0.725,0.725,-0.606,0.0,-0.662,-0.662,0.085,0.0,0.107,0.107,0.143,0.0,-0.665,-0.665"
2022-06-29,"-2.762,-0.569,-0.386,-0.386,2.645,-0.452,1.489,1.489,-0.050,0.0,-0.267,-0.267,-0.782,0.0,-0.572,-0.572,0.403,0.0,-0.057,-0.057,1.0,0,-0.5,-0.5,0.133,0.328,0.725,0.725,-0.606,0.0,-0.662,-0.662,0.085,0.0,0.107,0.107,-0.665,0.0,-0.022,-0.022"
